property_id,serial_number,mac_address,ip_address,name,type,room,building,community,jack,,
A018799,BN0013687,000B86812E5F,10.151.144.13,slo-rw114-012k-1,5,2K,Tower 1,Yosemite,W,,
A018800,BN0013698,000B86812E96,10.151.144.14,slo-rw114-012l-1,2.4,2L,Tower 1,Yosemite,W,,
A018802,BN0013601,000B86812CB1,10.151.144.15,slo-rw114-013a-1,2.4,3A,Tower 1,Yosemite,W,,
A018803,BN0013617,000B86812D01,10.151.144.16,slo-rw114-013b-1,5,3B,Tower 1,Yosemite,W,,
A018804,BN0013633,000B86812D51,10.151.144.17,slo-rw114-013e-1,5,3E,Tower 1,Yosemite,W,,
A018805,BN0013628,000B86812D38,10.151.144.18,slo-rw114-013f-1,2.4,3F,Tower 1,Yosemite,W,,
A018806,BN0013611,000B86812CE3,10.151.144.19,slo-rw114-013g-1,2.4,3G,Tower 1,Yosemite,W,,
A018807,BN0013627,000B86812D33,10.151.144.20,slo-rw114-013h-1,5,3H,Tower 1,Yosemite,W,,
A018808,BN0013630,000B86812D42,10.151.144.21,slo-rw114-013i-1,AM,3I,Tower 1,Yosemite,W,,
A018809,BN0013594,000B86812C8E,10.151.144.22,slo-rw114-013k-1,5,3K,Tower 1,Yosemite,W,,
A018810,BN0013604,000B86812CC0,10.151.144.23,slo-rw114-013l-1,2.4,3L,Tower 1,Yosemite,W,,
A018812,BN0014397,000B86813C3D,10.151.145.1,slo-rw114-021a-1,2.4,1A,Tower 2,Yosemite,W,,
A018813,BN0014361,000B86813B89,10.151.145.2,slo-rw114-021b-1,5,1B,Tower 2,Yosemite,W,,
A018814,BN0014456,000B86813D64,10.151.145.3,slo-rw114-021e-1,5,1E,Tower 2,Yosemite,W,,
A018815,BN0014380,000B86813BE8,10.151.145.4,slo-rw114-021f-1,2.4,1F,Tower 2,Yosemite,W,,
A018816,BN0014477,000B86813DCD,10.151.145.5,slo-rw114-021x-1,2.4,1X,Tower 2,Yosemite,W,,
A018817,BN0014349,000B86813B4D,10.151.145.6,slo-rw114-022a-1,2.4,2A,Tower 2,Yosemite,W,,
A018818,BN0014480,000B86813DDC,10.151.145.7,slo-rw114-022b-1,5,2B,Tower 2,Yosemite,W,,
A018819,BN0014079,000B86813607,10.151.145.8,slo-rw114-022d-1,AM,2D,Tower 2,Yosemite,W,,
A018820,BN0014450,000B86813D46,10.151.145.9,slo-rw114-022e-1,5,2E,Tower 2,Yosemite,W,,
A018821,BN0014460,000B86813D78,10.151.145.10,slo-rw114-022f-1,2.4,2F,Tower 2,Yosemite,W,,
A018822,BN0013575,000B86812C2F,10.151.145.11,slo-rw114-022g-1,2.4,2G,Tower 2,Yosemite,W,,
A018823,BN0013700,000B86812EA0,10.151.145.12,slo-rw114-022h-1,5,2H,Tower 2,Yosemite,W,,
A018824,BN0013636,000B86812D60,10.151.145.13,slo-rw114-022k-1,5,2K,Tower 2,Yosemite,W,,
A018825,BN0013720,000B86812F04,10.151.145.14,slo-rw114-022l-1,2.4,2L,Tower 2,Yosemite,W,,
A018827,BN0013622,000B86812D1A,10.151.145.15,slo-rw114-023a-1,2.4,3A,Tower 2,Yosemite,W,,
A018828,BN0013606,000B86812CCA,10.151.145.16,slo-rw114-023b-1,5,3B,Tower 2,Yosemite,W,,
A018829,BN0013725,000B86812F1D,10.151.145.17,slo-rw114-023e-1,5,3E,Tower 2,Yosemite,W,,
A018830,BN0013716,000B86812EF0,10.151.145.18,slo-rw114-023f-1,2.4,3F,Tower 2,Yosemite,W,,
A018831,BN0013619,000B86812D0B,10.151.145.19,slo-rw114-023g-1,2.4,3G,Tower 2,Yosemite,W,,
A018832,BN0013691,000B86812E73,10.151.145.20,slo-rw114-023h-1,5,3H,Tower 2,Yosemite,W,,
A018833,BN0013686,000B86812E5A,10.151.145.21,slo-rw114-023i-1,AM,3I,Tower 2,Yosemite,W,,
A018834,BN0013649,000B86812DA1,10.151.145.22,slo-rw114-023k-1,5,3K,Tower 2,Yosemite,W,,
A018835,BN0013703,000B86812EAF,10.151.145.23,slo-rw114-023l-1,2.4,3L,Tower 2,Yosemite,W,,
A018837,BN0013676,000B86812E28,10.151.146.1,slo-rw114-031a-1,2.4,1A,Tower 3,Yosemite,W,,
A018838,BN0013702,000B86812EAA,10.151.146.2,slo-rw114-031b-1,5,1B,Tower 3,Yosemite,W,,
A018839,BN0013625,000B86812D29,10.151.146.3,slo-rw114-031e-1,5,1E,Tower 3,Yosemite,W,,
A018840,BN0013605,000B86812CC5,10.151.146.4,slo-rw114-031f-1,2.4,1F,Tower 3,Yosemite,W,,
A018841,BN0013706,000B86812EBE,10.151.146.5,slo-rw114-031x-1,2.4,1X,Tower 3,Yosemite,W,,
A018842,BN0017720,000B86817D24,10.151.146.6,slo-rw114-032a-1,2.4,2A,Tower 3,Yosemite,W,,
A018843,BN0018000,000B8681829C,10.151.146.7,slo-rw114-032b-1,5,2B,Tower 3,Yosemite,W,,
A018844,BN0017940,000B86818170,10.151.146.8,slo-rw114-032d-1,AM,2D,Tower 3,Yosemite,W,,
A018845,BN0017996,000B86818288,10.151.146.9,slo-rw114-032e-1,5,2E,Tower 3,Yosemite,W,,
A018846,BN0017622,000B86817B3A,10.151.146.10,slo-rw114-032f-1,2.4,2F,Tower 3,Yosemite,W,,
A018847,BN0018001,000B868182A1,10.151.146.11,slo-rw114-032g-1,2.4,2G,Tower 3,Yosemite,W,,
A018848,BN0018002,000B868182A6,10.151.146.12,slo-rw114-032h-1,5,2H,Tower 3,Yosemite,W,,
A018849,BN0017999,000B86818297,10.151.146.13,slo-rw114-032k-1,5,2K,Tower 3,Yosemite,W,,
A018850,BN0017998,000B86818292,10.151.146.14,slo-rw114-032l-1,2.4,2L,Tower 3,Yosemite,W,,
A018852,BN0013721,000B86812F09,10.151.146.15,slo-rw114-033a-1,2.4,3A,Tower 3,Yosemite,W,,
A018853,BN0013621,000B86812D15,10.151.146.16,slo-rw114-033b-1,5,3B,Tower 3,Yosemite,W,,
A018854,BN0013623,000B86812D1F,10.151.146.17,slo-rw114-033e-1,5,3E,Tower 3,Yosemite,W,,
A018855,BN0013772,000B86813008,10.151.146.18,slo-rw114-033f-1,2.4,3F,Tower 3,Yosemite,W,,
A018856,BN0013760,000B86812FCC,10.151.146.19,slo-rw114-033g-1,2.4,3G,Tower 3,Yosemite,W,,
A018857,BN0013764,000B86812FE0,10.151.146.20,slo-rw114-033h-1,5,3H,Tower 3,Yosemite,W,,
A018858,BN0013775,000B86813017,10.151.146.21,slo-rw114-033i-1,AM,3I,Tower 3,Yosemite,W,,
A018859,BN0013788,000B86813058,10.151.146.22,slo-rw114-033k-1,5,3K,Tower 3,Yosemite,W,,
A018860,BN0013773,000B8681300D,10.151.146.23,slo-rw114-033l-1,2.4,3L,Tower 3,Yosemite,W,,
A018912,BN0014446,000B86813D32,10.151.147.1,slo-rw114-041a-1,2.4,1A,Tower 4,Yosemite,W,,
A018913,BN0014465,000B86813D91,10.151.147.2,slo-rw114-041b-1,5,1B,Tower 4,Yosemite,W,,
A018914,BN0014358,000B86813B7A,10.151.147.3,slo-rw114-041e-1,5,1E,Tower 4,Yosemite,W,,
A018915,BN0014348,000B86813B48,10.151.147.4,slo-rw114-041f-1,2.4,1F,Tower 4,Yosemite,W,,
A018916,BN0014458,000B86813D6E,10.151.147.5,slo-rw114-041x-1,2.4,1X,Tower 4,Yosemite,W,,
A018917,BN0014340,000B86813B20,10.151.147.6,slo-rw114-042a-1,2.4,2A,Tower 4,Yosemite,W,,
A018918,BN0014408,000B86813C74,10.151.147.7,slo-rw114-042b-1,5,2B,Tower 4,Yosemite,W,,
A018919,BN0014466,000B86813D96,10.151.147.8,slo-rw114-042e-1,5,2E,Tower 4,Yosemite,W,,
A018920,BN0014365,000B86813B9D,10.151.147.9,slo-rw114-042f-1,2.4,2F,Tower 4,Yosemite,W,,
A018921,BN0014435,000B86813CFB,10.151.147.10,slo-rw114-042g-1,2.4,2G,Tower 4,Yosemite,W,,
A018922,BN0017875,000B8681802B,10.151.147.11,slo-rw114-042h-1,5,2H,Tower 4,Yosemite,W,,
A018923,BN0017862,000B86817FEA,10.151.147.12,slo-rw114-042i-1,AM,2I,Tower 4,Yosemite,W,,
A018924,BN0017883,000B86818053,10.151.147.13,slo-rw114-042k-1,5,2K,Tower 4,Yosemite,W,,
A018925,BN0017850,000B86817FAE,10.151.147.14,slo-rw114-042l-1,2.4,2L,Tower 4,Yosemite,W,,
A018927,BN0017873,000B86818021,10.151.147.15,slo-rw114-043a-1,2.4,3A,Tower 4,Yosemite,W,,
A018928,BN0017881,000B86818049,10.151.147.16,slo-rw114-043b-1,5,3B,Tower 4,Yosemite,W,,
A018929,BN0017886,000B86818062,10.151.147.17,slo-rw114-043d-1,AM,3D,Tower 4,Yosemite,W,,
A018930,BN0017878,000B8681803A,10.151.147.18,slo-rw114-043e-1,5,3E,Tower 4,Yosemite,W,,
A018931,BN0017573,000B86817A45,10.151.147.19,slo-rw114-043f-1,2.4,3F,Tower 4,Yosemite,W,,
A018932,BN0013532,000B86812B58,10.151.147.20,slo-rw114-043g-1,2.4,3G,Tower 4,Yosemite,W,,
A018933,BN0013546,000B86812B9E,10.151.147.21,slo-rw114-043h-1,5,3H,Tower 4,Yosemite,W,,
A018934,BN0013524,000B86812B30,10.151.147.22,slo-rw114-043k-1,5,3K,Tower 4,Yosemite,W,,
A018935,BN0013529,000B86812B49,10.151.147.23,slo-rw114-043l-1,2.4,3L,Tower 4,Yosemite,W,,
A018937,BN0013545,000B86812B99,10.151.148.1,slo-rw114-051a-1,2.4,1A,Tower 5,Yosemite,W,,
A018938,BN0013547,000B86812BA3,10.151.148.2,slo-rw114-051b-1,5,1B,Tower 5,Yosemite,W,,
A018939,BN0013528,000B86812B44,10.151.148.3,slo-rw114-051c-1,AM,1C,Tower 5,Yosemite,W,,
A018940,BN0013544,000B86812B94,10.151.148.4,slo-rw114-051e-1,5,1E,Tower 5,Yosemite,W,,
A018941,BN0013513,000B86812AF9,10.151.148.5,slo-rw114-051f-1,2.4,1F,Tower 5,Yosemite,W,,
A018942,BN0014302,000B86813A62,10.151.148.6,slo-rw114-051x-1,2.4,1X,Tower 5,Yosemite,W,,
A018943,BN0014337,000B86813B11,10.151.148.7,slo-rw114-052a-1,2.4,2A,Tower 5,Yosemite,W,,
A018944,BN0014232,000B86813904,10.151.148.8,slo-rw114-052b-1,5,2B,Tower 5,Yosemite,W,,
A018945,BN0014226,000B868138E6,10.151.148.9,slo-rw114-052d-1,AM,2D,Tower 5,Yosemite,W,,
A018946,BN0014323,000B86813ACB,10.151.148.10,slo-rw114-052e-1,5,2E,Tower 5,Yosemite,W,,
A018947,BN0014331,000B86813AF3,10.151.148.11,slo-rw114-052f-1,2.4,2F,Tower 5,Yosemite,W,,
A018948,BN0013999,000B86813477,10.151.148.12,slo-rw114-052g-1,2.4,2G,Tower 5,Yosemite,W,,
A018949,BN0014250,000B8681395E,10.151.148.13,slo-rw114-052h-1,5,2H,Tower 5,Yosemite,W,,
A018950,BN0014238,000B86813922,10.151.148.14,slo-rw114-052k-1,5,2K,Tower 5,Yosemite,W,,
A018951,BN0014328,000B86813AE4,10.151.148.15,slo-rw114-052l-1,2.4,2L,Tower 5,Yosemite,W,,
A018953,BN0013631,000B86812D47,10.151.148.16,slo-rw114-053a-1,2.4,3A,Tower 5,Yosemite,W,,
A018954,BN0013556,000B86812BD0,10.151.148.17,slo-rw114-053b-1,5,3B,Tower 5,Yosemite,W,,
A018955,BN0013714,000B86812EE6,10.151.148.18,slo-rw114-053e-1,5,3E,Tower 5,Yosemite,W,,
A018956,BN0013701,000B86812EA5,10.151.148.19,slo-rw114-053f-1,2.4,3F,Tower 5,Yosemite,W,,
A018957,BN0013728,000B86812F2C,10.151.148.20,slo-rw114-053g-1,2.4,3G,Tower 5,Yosemite,W,,
A018958,BN0013684,000B86812E50,10.151.148.21,slo-rw114-053h-1,5,3H,Tower 5,Yosemite,W,,
A018959,BN0013734,000B86812F4A,10.151.148.22,slo-rw114-053i-1,AM,3I,Tower 5,Yosemite,W,,
A018960,BN0013724,000B86812F18,10.151.148.23,slo-rw114-053k-1,5,3K,Tower 5,Yosemite,W,,
A018961,BN0013595,000B86812C93,10.151.148.24,slo-rw114-053l-1,2.4,3L,Tower 5,Yosemite,W,,
A018963,BN0013607,000B86812CCF,10.151.149.1,slo-rw114-061a-1,2.4,1A,Tower 6,Yosemite,W,,
A018964,BN0013769,000B86812FF9,10.151.149.2,slo-rw114-061b-1,5,1B,Tower 6,Yosemite,W,,
A018965,BN0013731,000B86812F3B,10.151.149.3,slo-rw114-061e-1,5,1E,Tower 6,Yosemite,W,,
A018966,BN0013746,000B86812F86,10.151.149.4,slo-rw114-061f-1,2.4,1F,Tower 6,Yosemite,W,,
A018967,BN0013713,000B86812EE1,10.151.149.5,slo-rw114-061x-1,2.4,1X,Tower 6,Yosemite,W,,
A018968,BN0013681,000B86812E41,10.151.149.6,slo-rw114-062a-1,2.4,2A,Tower 6,Yosemite,W,,
A018969,BN0013744,000B86812F7C,10.151.149.7,slo-rw114-062b-1,5,2B,Tower 6,Yosemite,W,,
A018970,BN0013765,000B86812FE5,10.151.149.8,slo-rw114-062e-1,5,2E,Tower 6,Yosemite,W,,
A018971,BN0013749,000B86812F95,10.151.149.9,slo-rw114-062f-1,2.4,2F,Tower 6,Yosemite,W,,
A018972,BN0013750,000B86812F9A,10.151.149.10,slo-rw114-062g-1,2.4,2G,Tower 6,Yosemite,W,,
A018973,BN0013758,000B86812FC2,10.151.149.11,slo-rw114-062h-1,5,2H,Tower 6,Yosemite,W,,
A018974,BN0013759,000B86812FC7,10.151.149.12,slo-rw114-062j-1,AM,2J,Tower 6,Yosemite,W,,
A018975,BN0013739,000B86812F63,10.151.149.13,slo-rw114-062k-1,5,2K,Tower 6,Yosemite,W,,
A018976,BN0013741,000B86812F6D,10.151.149.14,slo-rw114-062l-1,2.4,2L,Tower 6,Yosemite,W,,
A018978,BN0013693,000B86812E7D,10.151.149.15,slo-rw114-063a-1,2.4,3A,Tower 6,Yosemite,W,,
A018979,BN0013593,000B86812C89,10.151.149.16,slo-rw114-063b-1,5,3B,Tower 6,Yosemite,W,,
A018980,BN0013736,000B86812F54,10.151.149.17,slo-rw114-063c-1,AM,3C,Tower 6,Yosemite,W,,
A018981,BN0013745,000B86812F81,10.151.149.18,slo-rw114-063e-1,5,3E,Tower 6,Yosemite,W,,
A018982,BN0014310,000B86813A8A,10.151.149.19,slo-rw114-063f-1,2.4,3F,Tower 6,Yosemite,W,,
A018983,BN0014187,000B86813823,10.151.149.20,slo-rw114-063g-1,2.4,3G,Tower 6,Yosemite,W,,
A018984,BN0014364,000B86813B98,10.151.149.21,slo-rw114-063h-1,5,3H,Tower 6,Yosemite,W,,
A018985,BN0014333,000B86813AFD,10.151.149.22,slo-rw114-063k-1,5,3K,Tower 6,Yosemite,W,,
A018986,BN0014343,000B86813B2F,10.151.149.23,slo-rw114-063l-1,2.4,3L,Tower 6,Yosemite,W,,
A018988,BN0014342,000B86813B2A,10.151.150.1,slo-rw114-071a-1,2.4,1A,Tower 7,Yosemite,W,,
A018989,BN0014161,000B868137A1,10.151.150.2,slo-rw114-071b-1,5,1B,Tower 7,Yosemite,W,,
A018990,BN0014138,000B8681372E,10.151.150.3,slo-rw114-071e-1,5,1E,Tower 7,Yosemite,W,,
A018991,BN0014388,000B86813C10,10.151.150.4,slo-rw114-071f-1,2.4,1F,Tower 7,Yosemite,W,,
A018992,BN0013572,000B86812C20,10.151.150.5,slo-rw114-072a-1,2.4,2A,Tower 7,Yosemite,W,,
A018993,BN0013592,000B86812C84,10.151.150.6,slo-rw114-072b-1,5,2B,Tower 7,Yosemite,W,,
A018994,BN0013565,000B86812BFD,10.151.150.7,slo-rw114-072e-1,5,2E,Tower 7,Yosemite,W,,
A018995,BN0013587,000B86812C6B,10.151.150.8,slo-rw114-072f-1,2.4,2F,Tower 7,Yosemite,W,,
A018996,BN0013580,000B86812C48,10.151.150.9,slo-rw114-072g-1,2.4,2G,Tower 7,Yosemite,W,,
A018997,BN0013596,000B86812C98,10.151.150.10,slo-rw114-072h-1,5,2H,Tower 7,Yosemite,W,,
A018998,BN0013563,000B86812BF3,10.151.150.11,slo-rw114-072j-1,AM,2J,Tower 7,Yosemite,W,,
A018999,BN0013549,000B86812BAD,10.151.150.12,slo-rw114-072k-1,5,2K,Tower 7,Yosemite,W,,
A019000,BN0013648,000B86812D9C,10.151.150.13,slo-rw114-072l-1,2.4,2L,Tower 7,Yosemite,W,,
A019002,BN0013557,000B86812BD5,10.151.150.14,slo-rw114-073a-1,2.4,3A,Tower 7,Yosemite,W,,
A019003,BN0013562,000B86812BEE,10.151.150.15,slo-rw114-073b-1,5,3B,Tower 7,Yosemite,W,,
A019004,BN0013574,000B86812C2A,10.151.150.16,slo-rw114-073c-1,AM,3C,Tower 7,Yosemite,W,,
A019005,BN0013577,000B86812C39,10.151.150.17,slo-rw114-073e-1,5,3E,Tower 7,Yosemite,W,,
A019006,BN0013458,000B868129E6,10.151.150.18,slo-rw114-073f-1,2.4,3F,Tower 7,Yosemite,W,,
A019007,BN0013570,000B86812C16,10.151.150.19,slo-rw114-073g-1,2.4,3G,Tower 7,Yosemite,W,,
A019008,BN0013561,000B86812BE9,10.151.150.20,slo-rw114-073h-1,5,3H,Tower 7,Yosemite,W,,
A019009,BN0013558,000B86812BDA,10.151.150.21,slo-rw114-073k-1,5,3K,Tower 7,Yosemite,W,,
A019010,BN0013567,000B86812C07,10.151.150.22,slo-rw114-073l-1,2.4,3L,Tower 7,Yosemite,W,,
A019012,BN0013651,000B86812DAB,10.151.151.1,slo-rw114-081a-1,2.4,1A,Tower 8,Yosemite,W,,
A019013,BN0013707,000B86812EC3,10.151.151.2,slo-rw114-081b-1,5,1B,Tower 8,Yosemite,W,,
A019014,BN0013730,000B86812F36,10.151.151.3,slo-rw114-081e-1,5,1E,Tower 8,Yosemite,W,,
A019015,BN0013719,000B86812EFF,10.151.151.4,slo-rw114-081f-1,2.4,1F,Tower 8,Yosemite,W,,
A019016,BN0013732,000B86812F40,10.151.151.5,slo-rw114-081x-1,2.4,1X,Tower 8,Yosemite,W,,
A019017,BN0013642,000B86812D7E,10.151.151.6,slo-rw114-082a-1,2.4,2A,Tower 8,Yosemite,W,,
A019018,BN0013718,000B86812EFA,10.151.151.7,slo-rw114-082b-1,5,2B,Tower 8,Yosemite,W,,
A019019,BN0013710,000B86812ED2,10.151.151.8,slo-rw114-082c-1,AM,2C,Tower 8,Yosemite,W,,
A019020,BN0013709,000B86812ECD,10.151.151.9,slo-rw114-082e-1,5,2E,Tower 8,Yosemite,W,,
A019021,BN0013712,000B86812EDC,10.151.151.10,slo-rw114-082f-1,2.4,2F,Tower 8,Yosemite,W,,
A019022,BN0013616,000B86812CFC,10.151.151.11,slo-rw114-082g-1,2.4,2G,Tower 8,Yosemite,W,,
A019023,BN0013615,000B86812CF7,10.151.151.12,slo-rw114-082h-1,5,2H,Tower 8,Yosemite,W,,
A019024,BN0013753,000B86812FA9,10.151.151.13,slo-rw114-082k-1,5,2K,Tower 8,Yosemite,W,,
A019025,BN0013591,000B86812C7F,10.151.151.14,slo-rw114-082l-1,2.4,2L,Tower 8,Yosemite,W,,
A019027,BN0013618,000B86812D06,10.151.151.15,slo-rw114-083a-1,2.4,3A,Tower 8,Yosemite,W,,
A019028,BN0013612,000B86812CE8,10.151.151.16,slo-rw114-083b-1,5,3B,Tower 8,Yosemite,W,,
A019029,BN0013626,000B86812D2E,10.151.151.17,slo-rw114-083e-1,5,3E,Tower 8,Yosemite,W,,
A019030,BN0013598,000B86812CA2,10.151.151.18,slo-rw114-083f-1,2.4,3F,Tower 8,Yosemite,W,,
A019031,BN0013652,000B86812DB0,10.151.151.19,slo-rw114-083g-1,2.4,3G,Tower 8,Yosemite,W,,
A019032,BN0013559,000B86812BDF,10.151.151.20,slo-rw114-083h-1,5,3H,Tower 8,Yosemite,W,,
A019033,BN0013576,000B86812C34,10.151.151.21,slo-rw114-083j-1,AM,3J,Tower 8,Yosemite,W,,
A019034,BN0013550,000B86812BB2,10.151.151.22,slo-rw114-083k-1,5,3K,Tower 8,Yosemite,W,,
A019035,BN0013582,000B86812C52,10.151.151.23,slo-rw114-083l-1,2.4,3L,Tower 8,Yosemite,W,,
A019037,BN0013578,000B86812C3E,10.151.152.1,slo-rw114-091a-1,2.4,1A,Tower 9,Yosemite,W,,
A019038,BN0013585,000B86812C61,10.151.152.2,slo-rw114-091b-1,5,1B,Tower 9,Yosemite,W,,
A019039,BN0013560,000B86812BE4,10.151.152.3,slo-rw114-091e-1,5,1E,Tower 9,Yosemite,W,,
A019040,BN0013522,000B86812B26,10.151.152.4,slo-rw114-091f-1,2.4,1F,Tower 9,Yosemite,W,,
A019041,BN0013583,000B86812C57,10.151.152.5,slo-rw114-092a-1,2.4,2A,Tower 9,Yosemite,W,,
A019042,BN0013058,000B86812216,10.151.152.6,slo-rw114-092b-1,5,2B,Tower 9,Yosemite,W,,
A019043,BN0013637,000B86812D65,10.151.152.7,slo-rw114-092e-1,5,2E,Tower 9,Yosemite,W,,
A019044,BN0013638,000B86812D6A,10.151.152.8,slo-rw114-092f-1,2.4,2F,Tower 9,Yosemite,W,,
A019045,BN0013608,000B86812CD4,10.151.152.9,slo-rw114-092g-1,2.4,2G,Tower 9,Yosemite,W,,
A019046,BN0013632,000B86812D4C,10.151.152.10,slo-rw114-092h-1,5,2H,Tower 9,Yosemite,W,,
A019047,BN0013678,000B86812E32,10.151.152.11,slo-rw114-092k-1,5,2K,Tower 9,Yosemite,W,,
A019048,BN0013669,000B86812E05,10.151.152.12,slo-rw114-092l-1,2.4,2L,Tower 9,Yosemite,W,,
A019050,BN0013667,000B86812DFB,10.151.152.13,slo-rw114-093a-1,2.4,3A,Tower 9,Yosemite,W,,
A019051,BN0013675,000B86812E23,10.151.152.14,slo-rw114-093b-1,5,3B,Tower 9,Yosemite,W,,
A019052,BN0017286,000B868174AA,10.151.152.15,slo-rw114-093e-1,5,3E,Tower 9,Yosemite,W,,
A019053,BN0017150,000B86817202,10.151.152.16,slo-rw114-093f-1,2.4,3F,Tower 9,Yosemite,W,,
A019054,BN0017984,000B8681824C,10.151.152.17,slo-rw114-093g-1,2.4,3G,Tower 9,Yosemite,W,,
A019055,BN0017982,000B86818242,10.151.152.18,slo-rw114-093h-1,5,3H,Tower 9,Yosemite,W,,
A019056,BN0017281,000B86817491,10.151.152.19,slo-rw114-093i-1,AM,3I,Tower 9,Yosemite,W,,
A019057,BN0017275,000B86817473,10.151.152.20,slo-rw114-093k-1,5,3K,Tower 9,Yosemite,W,,
A019058,BN0017985,000B86818251,10.151.152.21,slo-rw114-093l-1,2.4,3L,Tower 9,Yosemite,W,,
A019134,BN0047732,000B869D46A8,10.151.143.24,slo-rw114-001c-1,2.4,1C,Tower 0,Yosemite,W,,
A019135,BN0047446,000B869D4112,10.151.143.25,slo-rw114-001d-1,5,1D,Tower 0,Yosemite,W,,
A019136,BN0047623,000B869D4487,10.151.143.26,slo-rw114-002c-1,2.4,2C,Tower 0,Yosemite,W,,
A019137,BN0047859,000B869D4923,10.151.143.27,slo-rw114-002i-1,2.4,2I,Tower 0,Yosemite,W,,
A019138,BN0047872,000B869D4964,10.151.143.28,slo-rw114-002j-1,5,2J,Tower 0,Yosemite,W,,
A019139,BN0046958,000B869D378A,10.151.143.29,slo-rw114-003c-1,2.4,3C,Tower 0,Yosemite,W,,
A019140,BN0047175,000B869D3BC7,10.151.143.30,slo-rw114-003d-1,5,3D,Tower 0,Yosemite,W,,
A019141,BN0047019,000B869D38BB,10.151.143.31,slo-rw114-003i-1,2.4,3I,Tower 0,Yosemite,W,,
A019142,BN0047643,000B869D44EB,10.151.143.32,slo-rw114-001lr-1,5,1L,Tower 0,Yosemite,W,,
A019143,BN0046802,000B869D347E,10.151.144.24,slo-rw114-011c-1,2.4,1C,Tower 1,Yosemite,W,,
A019144,BN0047731,000B869D46A3,10.151.144.25,slo-rw114-011d-1,5,1D,Tower 1,Yosemite,W,,
A019145,BN0047727,000B869D468F,10.151.144.26,slo-rw114-012c-1,2.4,2C,Tower 1,Yosemite,W,,
A019146,BN0047728,000B869D4694,10.151.144.27,slo-rw114-012i-1,2.4,2I,Tower 1,Yosemite,W,,
A019147,BN0047724,000B869D4680,10.151.144.28,slo-rw114-012j-1,5,2J,Tower 1,Yosemite,W,,
A019148,BN0047725,000B869D4685,10.151.144.29,slo-rw114-013c-1,2.4,3C,Tower 1,Yosemite,W,,
A019149,BN0047729,000B869D4699,10.151.144.30,slo-rw114-013d-1,5,3D,Tower 1,Yosemite,W,,
A019150,BN0047719,000B869D4667,10.151.144.31,slo-rw114-013j-1,2.4,3J,Tower 1,Yosemite,W,,
A019151,BN0047730,000B869D469E,10.151.145.24,slo-rw114-021c-1,2.4,1C,Tower 2,Yosemite,W,,
A019152,BN0047733,000B869D46AD,10.151.145.25,slo-rw114-021d-1,5,1D,Tower 2,Yosemite,W,,
A019153,BN0047722,000B869D4676,10.151.145.26,slo-rw114-022c-1,2.4,2C,Tower 2,Yosemite,W,,
A019154,BN0047653,000B869D451D,10.151.145.27,slo-rw114-022i-1,2.4,2I,Tower 2,Yosemite,W,,
A019155,BN0047655,000B869D4527,10.151.145.28,slo-rw114-022j-1,5,2J,Tower 2,Yosemite,W,,
A019156,BN0047535,000B869D42CF,10.151.145.29,slo-rw114-023c-1,2.4,3C,Tower 2,Yosemite,W,,
A019157,BN0047675,000B869D458B,10.151.145.30,slo-rw114-023d-1,5,3D,Tower 2,Yosemite,W,,
A019158,BN0046798,000B869D346A,10.151.145.31,slo-rw114-023j-1,2.4,3J,Tower 2,Yosemite,W,,
A019159,BN0047404,000B869D4040,10.151.145.32,slo-rw114-021lr-1,5,1L,Tower 2,Yosemite,W,,
A019160,BN0047627,000B869D449B,10.151.146.24,slo-rw114-031c-1,2.4,1C,Tower 3,Yosemite,W,,
A019161,BN0046795,000B869D345B,10.151.146.25,slo-rw114-031d-1,5,1D,Tower 3,Yosemite,W,,
A019162,BN0047644,000B869D44F0,10.151.146.26,slo-rw114-032c-1,2.4,2C,Tower 3,Yosemite,W,,
A019163,BN0046991,000B869D382F,10.151.146.27,slo-rw114-032i-1,2.4,2I,Tower 3,Yosemite,W,,
A019164,BN0047524,000B869D4298,10.151.146.28,slo-rw114-032j-1,5,2J,Tower 3,Yosemite,W,,
A019165,BN0047555,000B869D4333,10.151.146.29,slo-rw114-033c-1,2.4,3C,Tower 3,Yosemite,W,,
A019166,BN0047536,000B869D42D4,10.151.146.30,slo-rw114-033d-1,5,3D,Tower 3,Yosemite,W,,
A019167,BN0047523,000B869D4293,10.151.146.31,slo-rw114-033j-1,2.4,3J,Tower 3,Yosemite,W,,
A019168,BN0047519,000B869D427F,10.151.147.24,slo-rw114-041c-1,2.4,1C,Tower 4,Yosemite,W,,
A019169,BN0047534,000B869D42CA,10.151.147.25,slo-rw114-041d-1,5,1D,Tower 4,Yosemite,W,,
A019170,BN0047527,000B869D42A7,10.151.147.26,slo-rw114-042c-1,2.4,2C,Tower 4,Yosemite,W,,
A019171,BN0047554,000B869D432E,10.151.147.27,slo-rw114-042d-1,5,2D,Tower 4,Yosemite,W,,
A019172,BN0047558,000B869D4342,10.151.147.28,slo-rw114-042j-1,2.4,2J,Tower 4,Yosemite,W,,
A019173,BN0047526,000B869D42A2,10.151.147.29,slo-rw114-043c-1,2.4,3C,Tower 4,Yosemite,W,,
A019174,BN0047828,000B869D4888,10.151.147.30,slo-rw114-043i-1,2.4,3I,Tower 4,Yosemite,W,,
A019175,BN0047830,000B869D4892,10.151.147.31,slo-rw114-043j-1,5,3J,Tower 4,Yosemite,W,,
